schm_code_t,Schm_code,Schm_Desc (Product)
PDSC1061,PLTKM,PERSONAL TERM LOAN KATHMANDU METROPOLITAN CITY - PLTKM
PDSC615,CCAPQ,ADIK-PREMIUM BUSINESS LOAN-CASH CREDIT LIMIT-QUARTERLY
PDSC1458,SAPRM,ADIK-PREMIUM BUSINESS LOAN-SHORT TERM LOAN-MONTHLY
PDSC1415,CAPRQ,ADIK-PREMIUM BUSINESS LOAN-CAPEX FINANCING TERM LOAN-QUARTERLY
PDSC240,WAEBM,ADIK-EASY BUSINESS LOAN-WORKING CAPITAL TERM LOAN-MONTHLY
PDSC1211,DALAM,DL-ADIK LOAN AGAINST SHARES MONTHLY
PDSC870,CACLM,CAPEX FINANCING TERM LOAN-COPORATE LOAN-MONTHLY
PDSC288,WCTPQ,WORKING CAPITAL TERM LOAN-PREMIUM BUSINESS LOAN QUARTERLY- WCTP
PDSC792,TLAHL,TL-SAGARMATHA ADIK GHAR KARJA
PDSC1867,CCEBM,CASH CREDIT LIMIT-EASY BUSINESS LOAN-MONTHLY-CCEBM
PDSC1001,OLAFD,ONLINE LOAN AGAINST FIXED DEPOSIT
PDSC927,SASBM,ADIK-SMALL BUSINESS LOAN-SHORT TERM LOAN-MONTHLY
PDSC743,CCASQ,ADIK-SMALL BUSINESS LOAN-CASH CREDIT LIMIT-QUARTERLY
PDSC512,CCSBM,CASH CREDIT LIMIT-SMALL BUSINESS LOAN-MONTHLY-CCSBM
PDSC1407,CCPRQ,CASH CREDIT LIMIT-PREMIUM BUSINESS LOAN-QUARTERLY-CCPRQ
PDSC1279,CCAPM,ADIK-PREMIUM BUSINESS LOAN-CASH CREDIT LIMIT-MONTHLY
PDSC884,SAPRQ,ADIK-PREMIUM BUSINESS LOAN-SHORT TERM LOAN-QUARTERLY
PDSC1830,WCCLM,WORKING CAPITAL TERM LOAN -COPORATE LOAN-MONTHLY
PDSC1567,CACLQ,CAPEX FINANCING TERM LOAN-COPORATE LOAN-TERM LOAN-QUARTERLY
PDSC1520,CCSBQ,CASH CREDIT LIMIT-SMALL BUSINESS LOAN-QUARTERLY-CCSBQ
PDSC1743,WCTEQ,WORKING CAPITAL TERM LOAN- EASY BUSINESS LOAN-QUARTERLY-WCTEQ
PDSC766,WCCLQ,WORKING CAPITAL TERM LOAN -COPORATE LOAN-QUARTERLY
PDSC1194,VLRST,VEHICLE LOAN RESIGNED STAFF
PDSC774,WCTSQ,WORKING CAPITAL TERM LOAN-SMALL BUSINESS LOAN-QUARTERLY-WCTSQ
PDSC31,CCPRM,CASH CREDIT LIMIT-PREMIUM BUSINESS LOAN-MONTHLY-CCPRM
PDSC645,TQAHL,TL-SAGARMATHA ADIK GHAR KARJA QUARTERLY
PDSC366,CAPRM,ADIK-PREMIUM BUSINESS LOAN-CAPEX FINANCING TERM LOAN-MONTHLY
PDSC1372,CCEBQ,CASH CREDIT LIMIT-EASY BUSINESS LOAN-QUARTERLY-CCEBQ
PDSC1214,SASBQ,ADIK-SMALL BUSINESS LOAN-SHORT TERM LOAN-QUARTERLY
PDSC98,WCTSM,WORKING CAPITAL TERM LOAN-SMALL BUSINESS LOAN MONTHLY-WCTSM
PDSC211,WASBM,ADIK-SMALL BUSINESS LOAN-WORKING CAPITAL TERM LOAN-MONTHLY
PDSC610,CASBM,ADIK-SMALL BUSINESS LOAN-CAPEX FINANCING TERM LOAN-MONTHLY
PDSC873,WAEBQ,ADIK-EASY BUSINESS LOAN-WORKING CAPITAL TERM LOAN-QUARTERLY
PDSC61,DALAS,DL-ADIK LOAN AGAINST SHARES QUARTERLY
PDSC651,CAEBM,ADIK-EASY BUSINESS LOAN-CAPEX FINANCING TERM LOAN-MONTHLY
PDSC910,WCTPM,WORKING CAPITAL TERM LOAN-PREMIUM BUSINESS LOAN-MONTLHY-WCTPM
PDSC715,CASBQ,ADIK-SMALL BUSINESS LOAN-CAPEX FINANCING TERM LOAN-QUARTERLY
PDSC532,WAPRQ,ADIK-PREMIUM BUSINESS LOAN-WORKING CAPITAL TERM LOAN-QUARTERLY
PDSC526,WAPRM,ADIK-PREMIUM BUSINESS LOAN-WORKING CAPITAL TERM LOAN-MONTHLY
PDSC734,CCASM,ADIK-SMALL BUSINESS LOAN-CASH CREDIT LIMIT-MONTHLY
PDSC679,CCCLQ,CASH CREDIT LIMIT-COPORATE LOAN-QUARTERLY
PDSC1045,WASBQ,ADIK-SMALL BUSINESS LOAN-WORKING CAPITAL TERM LOAN-QUARTERLY
PDSC1798,CAEBQ,ADIK-EASY BUSINESS LOAN-CAPEX FINANCING TERM LOAN-QUARTERLY
PDSC1700,ODRTL,OVERDRAFT-RETAIL
PDSC104,ODPRI,OVERDRAFT-PRIORITY
PDSC1784,ODWOC,OVERDRAFT-WORKING CAPITAL
PDSC682,ODMOR,OVERDRAFT-MORTGAGE
PDSC464,ODOTH,OVERDRAFT-OTHERS
PDSC436,ODSLV,LOAN AGAINST SILVER
PDSC432,SPODL,UTTAM TALAB BACHAT KHATA
PDSC1020,ODALY,OD - AGRL LOAN FOR YOUTHS
PDSC1503,CA026,SAGARMATHA INTERNATIONAL REMITTANCE PARTNERS ACCOUNT
PDSC946,OD001,DOUBLE DEPOSIT OVERDRAFT
PDSC1698,ODNSS,OD SAJILO SUBHIDA
PDSC1219,NEEOD,SAGARMATHA EASY HOME EQUITY-LAMP
PDSC721,ODLFF,OVERDRAFT-LOYALTY FINANC
PDSC191,CA011,KA KHATA (REVENUE A/C)
PDSC1283,CA012,KHA KHATA (OTHER'S A/C)
PDSC548,CA013,GA KHATA ACCOUNT
PDSC1491,BLB01,BLB ADVANCE TO AGENT
PDSC608,ODGSC,HOME LOAN GRAND
PDSC649,ODMEM,PERSONAL OD MEDIUM ENT MO
PDSC1264,ODBUM,LOAN MEDIUM ENTER MON
PDSC858,ODCOM,LOAN MID MARKET MONTH
PDSC528,ODCHL,SAGARMATHA CHAMATKARI OD LOA
PDSC317,SBLOQ,SAGARMATHA SMALL BUSINESS LOAN -SBLOQ
PDSC241,SBODQ,SAGARMATHA SMALL BUSINESS LOAN -SBODQ
PDSC989,ODCOR,CORPORATE SECTOR
PDSC751,ODBUS,BUSINESS
PDSC1168,EAODL,EQUITY-AUTO
PDSC1178,EGODL,EQUITY-GOLD
PDSC323,ERODL,EQUITY-REAL ESTATE
PDSC1692,CALCY,CURRENT A/C LOCAL CY
PDSC1767,RPODL,OVERDRAFT-RETAIL-PERSONAL
PDSC1323,ODDEP,DEPRIVED
PDSC948,ODEFS,EFS
PDSC1684,ODCCM,COR-CASH-BACK-MONTHLY
PDSC726,ODCCQ,COR-CASH BACK-QUARTRLY
PDSC1504,ODCML,COR-MARGIN LEND-QRTLY
PDSC340,ODBCQ,MID MARKE-CB-QUARTERLY
PDSC1854,ODBML,MID MARK-LEN-QUARTERLY
PDSC932,OFEXP,E-TICKET EXPENSES
PDSC845,ODECM,EFS-CASH-BACK-MONTHLY
PDSC46,ODGLD,OVERDRAFT-GOLD-QUARTERLY
PDSC308,ODSBL,OVERDRAFT SBL
PDSC131,ODSME,SME OVERDRAFT
PDSC1799,ODSTF,STAFF CURRENT ACCOUNT
PDSC494,EBLOQ,SAGARMATHA EASY BUSINESS LOAN -EBLOQ
PDSC1056,CACOP,OVERDRAFT ACOUNTS
PDSC1535,ODMEP,SME-PERSONAL-QUARTERLY
PDSC568,ODLCP,LACOR PERSONAL OD
PDSC648,ODCMQ,MDCOR LOAN AGAINST FD
PDSC1209,ODCMM,MDCOR LON AGT FD-MONTH
PDSC936,ODMCP,MDCOR PERSONAL OD
PDSC1085,ODSBM,SMALL BUS LOAN MONTHLY
PDSC971,ODEFL,EFSME LOAN AGNST SHARE
PDSC40,PLOVD,OD -PERSONAL LOAN
PDSC114,FELOD,FOREIGN EMPLOYMENT LOAN
PDSC1847,CA022,CURRENT BFI FCY DEPOSIT
PDSC586,NAOVD,SAGARMATHA HOME LOAN OD
PDSC105,PBLOD,SAGARMATHA PRIORITY BUSINESS LOAN-PBLOD
PDSC217,FTBOD,SAGARMATHA FAST TRACK BUSINESS LOAN -FTBOD
PDSC1722,PRBOD,SAGARMATHA PREMIUM BUSINESS LOAN-PRBOD
PDSC877,PBLOQ,SAGARMATHA PRIORITY BUSINESS LOAN-PBLOQ
PDSC165,ODEPQ,WORKING CAPITAL LOAN-SAGARMATHA EMPLOYER'S OD LOAN QUARTERLY
PDSC781,PRBOQ,SAGARMATHA PREMIUM BUSINESS LOAN-PRBOQ
PDSC809,ODEPM,WORKING CAPITAL LOAN-SAGARMATHA EMPLOYER'S OD LOAN-MONTHLY
PDSC1221,SCODL, SUPER UTTAM TALAB KHATA SCODL
PDSC829,SCBOD,SUPER UTTAM BYAWASAYA KARJA-SCBOD
PDSC1617,SCGOD,SUPER UTTAM GHRA KARJA-SCGOD
PDSC1748,SCQOD,SUPER UTTAM BYAWASAYA KARJA-SCQOD
PDSC1860,SRQOD,SUPER UTTAM GHAR KAIJA-SRQOD
PDSC370,RLQOD,RLQOD
PDSC1003,CA027,CURRENT QR ACCOUNT
PDSC1097,SBLOD,OD -SMALL BUSINESS LOAN- OVERDRAFT SBLOD
PDSC678,SBOVD,SMALL BUSINESS LOAN-OVERDRAFT-SBOVD
PDSC1831,CA030,KMC REVENUE PARKING ACCOUNT
PDSC617,EBLOD, EASY BUSINESS LOAN- OVERDRAFT- EBLOD
PDSC1276,CA031,UTKRISTA MERCHANT CURRENT ACCOUNT
PDSC1584,PLOKM,PERSONAL OVERDRAFT LOAN KATHMANDU METROPOLITIAN CITY - PLOKM
PDSC820,ODFMQ,LOAN AGAINST UTKRISTA 10X FIXED YOJANA - FOR MINOR
PDSC1612,OQAHL,SAGARMATHA ADIK GHAR KARJA OVERDRAFT QUARTERLY
PDSC632,ODAHL,SAGARMATHA ADIK GHAR KARJA OVERDRAFT
PDSC607,OALAM,ADIK LOAN AGAINST SHARES MONTHLY
PDSC1434,OALAS,ADIK LOAN AGAINST SHARES QUARTERLY
PDSC1440,CA024,CURRENT ACCOUNT FCY-INDIVIDUAL
PDSC1745,CAFCY,CURRENT ACCOUNT FCY-INSTITUTION
PDSC307,CA025,CURRENT KABELI FCY DEPOSIT
PDSC117,CA033,GA KHARCHA KHATA - BIJOR BARSA
PDSC694,CA032,GA KHARCHA KHATA - JOR BARSA
PDSC1445,ODFMM, LOAN AGAINST UTKRISTA 10X FIXED YOJANA- FOR MINOR
PDSC1426,CDLCY,AGENCY CURRENT A/C LOCAL CY
PDSC1068,ODFDM,LOAN AGAINST FIXED DEPOSIT- NORMAL FD
PDSC74,ODRST,RESIGNED STAFF
PDSC328,PCGEN,PACKING CREDIT GENERAL
PDSC383,IBLUS,INTER-BANK LENDING USD
PDSC150,IBLGB,INTER-BANK LENDING GBP
PDSC315,IBLIN,INTER-BANK LENDING INR
PDSC156,IBLNP,INTER-BANK LENDING NPR
PDSC1572,IBLSG,INTER-BANK LENDING SGD
PDSC684,IBLJP,INTER-BANK LENDING JPY
PDSC449,MCLEN,MONEY AT CALL
PDSC1207,DB001,BOND INVESTMENT USD
PDSC1763,RR001,REVERSE REPO
PDSC1344,TRLON,TR LOAN - BUSINESS
PDSC385,DLCOR,DEMAND LOAN - CORPORATE
PDSC177,TRCOR,TR LOAN - CORPORATE
PDSC542,TRBUS,TR LOAN - BUSINESS
PDSC790,TBILL,TREASURY BILLS
PDSC988,IBLSP,INTER-BANK LENDING-SP
PDSC1310,DLBUS,DEMAND LOAN - BUSINESS
PDSC1300,PCBUS,PACKING CREDIT-BUSINESS
PDSC172,PCCOR,PACKING CREDIT-CORPORATE
PDSC754,IBLEN,INTER-BANK LENDING
PDSC330,SDCOR,SDL- CORPORATE
PDSC1569,SDMID,SDL-MID MARKET
PDSC550,DEVBN,DEVELOPMENT BOND
PDSC376,SDEFS,SDL-ENTERPRISE FIN SOLN
PDSC939,TREFS,TR LOAN -EFS
PDSC1738,DLEFS,DEMAND LOAN - EFS
PDSC1781,PLPFS,PERSONAL LOAN - PFS
PDSC819,SDPFS,STRUCT DEMAND LOAN- PFS
PDSC1624,BDCOR,BILLS DISCOUNT-CORPORATE
PDSC1495,DLGLD,DEMAND LOAN - GOLD-QTRLY
PDSC1339,CORBN,CORPORATE BOND- CORBN
PDSC1689,IBLEU,INTER-BANK LENDING EUR
PDSC1100,NRBDC,NRB DEPOSIT COLLECTION
PDSC1626,DG001,MoBank
PDSC250,DG002,iTouch Internet Banking
PDSC109,DG003, POS
PDSC1416,DG004, QR
PDSC424,DG005,CyberSource eCommerce
PDSC1812,IV001,SAGARMATHA Capital DEMAT
